Year;Movie;Director_OMDb;Genre;Runtime_min;Rated;IMDb_Rating;IMDb_Votes;Metascore;Rotten_Tomatoes;total_awards;Oscars - Best Picture;BAFTA - Best film;Golden Globes - Best movie;PGA - Best Picutre;Oscars - Best Director;BAFTA - Best Director;Golden Globes - Best Director;Oscars - Best Screenplay;BAFTA - Best Screenplay;Golden Globes - Best Screenplay;Oscars - Best Montage;BAFTA - Best Montage;Oscars - Best Cinematography;BAFTA - Best Cinematography
1983;The Verdict;Sidney Lumet;Drama;129.0;R;7,7;50698.0;77.0;88.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1983;E.T. the Extra-Terrestrial;Steven Spielberg;Adventure, Family, Sci-Fi;115.0;PG;7,9;472148.0;92.0;99.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1983;Tootsie;Sydney Pollack;Comedy, Drama, Romance;116.0;PG;7,4;122423.0;88.0;91.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1982;Chariots of Fire;Hugh Hudson;Biography, Drama, Sport;125.0;PG;7,1;71054.0;78.0;84.0;3;1;1.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1982;Atlantic City;Louis Malle;Crime, Drama, Romance;104.0;R;7,3;19739.0;85.0;100.0;1;0;0.0;0.0;0.0;0;1;0;0;0;0;0.0;0;0;0
1982;On Golden Pond;Mark Rydell;Drama;109.0;PG;7,6;37731.0;68.0;91.0;4;0;0.0;1.0;0.0;0;0;0;1;0;1;1.0;0;0;0
1982;Raiders of the Lost Ark;Steven Spielberg;Action, Adventure;115.0;PG;8,4;1110755.0;86.0;94.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1982;Reds;Warren Beatty;Biography, Drama, History;195.0;PG;7,3;26821.0;76.0;90.0;2;0;0.0;0.0;0.0;1;0;1;0;0;0;0.0;0;0;0
1981;The Elephant Man;David Lynch;Biography, Drama;124.0;PG;8,2;282641.0;78.0;91.0;1;0;1.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1981;Raging Bull;Martin Scorsese;Biography, Drama, Sport;129.0;R;8,1;411337.0;90.0;92.0;2;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;1;0;0
1981;Coal Miner's Daughter;Michael Apted;Biography, Drama, Music;124.0;PG;7,5;22272.0;84.0;84.0;2;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1981;Ordinary People;Robert Redford;Drama;124.0;R;7,7;62026.0;86.0;90.0;5;1;0.0;1.0;0.0;1;0;1;1;0;0;0.0;0;0;0
1981;Tess;Roman Polanski;Drama, Romance;186.0;PG;7,3;19904.0;82.0;81.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1980;All That Jazz;Bob Fosse;Drama, Music, Musical;123.0;R;7,8;40534.0;72.0;88.0;4;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;1;1;1
1980;Apocalypse Now;Francis Ford Coppola;Drama, Mystery, War;147.0;R;8,4;770566.0;94.0;91.0;1;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;0;0
1980;Norma Rae;Martin Ritt;Drama;114.0;PG;7,3;14052.0;61.0;91.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1980;Breaking Away;Peter Yates;Comedy, Drama, Sport;101.0;PG;7,7;27581.0;78.0;94.0;3;0;0.0;1.0;0.0;0;0;0;1;0;0;0.0;0;0;1
1980;Kramer vs. Kramer;Robert Benton;Drama;105.0;PG;7,8;166505.0;77.0;81.0;5;1;0.0;1.0;0.0;1;0;0;1;0;1;0.0;0;0;0
1979;Midnight Express;Alan Parker;Biography, Crime, Drama;121.0;R;7,5;94756.0;59.0;90.0;5;0;0.0;1.0;0.0;0;1;0;1;0;1;0.0;1;0;0
1979;Coming Home;Hal Ashby;Drama, Romance, War;127.0;R;7,3;16002.0;61.0;83.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1979;The Deer Hunter;Michael Cimino;Drama, War;183.0;R;8,1;387196.0;90.0;86.0;5;1;0.0;0.0;0.0;1;0;1;0;0;0;1.0;1;0;0
1979;An Unmarried Woman;Paul Mazursky;Comedy, Drama, Romance;124.0;R;7,2;6802.0;79.0;89.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1979;Heaven Can Wait;Warren Beatty, Buck Henry;Comedy, Fantasy, Romance;101.0;PG;6,9;25715.0;72.0;84.0;2;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;1
1978;Star Wars;George Lucas;Action, Adventure, Fantasy;121.0;TV-PG;8,6;1571217.0;90.0;93.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;0;0
1978;The Goodbye Girl;Herbert Ross;Comedy, Drama, Romance;111.0;PG;7,4;17676.0;64.0;77.0;2;0;0.0;1.0;0.0;0;0;0;0;0;1;0.0;0;0;0
1978;The Turning Point;Herbert Ross;Action;119.0;PG;6,8;5292.0;68.0;63.0;3;0;0.0;1.0;0.0;0;0;1;0;0;0;0.0;0;0;1
1978;Annie Hall;Woody Allen;Comedy, Romance;93.0;PG;7,9;291287.0;92.0;97.0;7;1;1.0;0.0;0.0;1;1;0;1;1;0;0.0;1;0;0
1978;Julia;Fred Zinnemann;Drama;117.0;PG-13;7;11417.0;0.0;73.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1977;All the President's Men;Alan J. Pakula;Drama, History, Thriller;138.0;PG;7,9;138872.0;84.0;94.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1977;Bound for Glory;Hal Ashby;Biography, Drama, Music;147.0;PG;7,2;6036.0;70.0;81.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1977;Rocky;John G. Avildsen;Drama, Sport;120.0;PG;8,1;689022.0;70.0;91.0;4;1;0.0;1.0;0.0;1;0;0;0;0;0;1.0;0;0;0
1977;Network;Sidney Lumet;Drama;121.0;R;8,1;186970.0;83.0;90.0;3;0;0.0;0.0;0.0;0;0;1;1;0;1;0.0;0;0;0
1977;Taxi Driver;Martin Scorsese;Crime, Drama;114.0;R;8,2;1027043.0;94.0;89.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1976;One Flew Over the Cuckoo's Nest;Miloš Forman;Drama;133.0;R;8,6;1157697.0;84.0;93.0;9;1;1.0;1.0;0.0;1;1;1;1;0;1;0.0;1;0;0
1976;Nashville;Robert Altman;Comedy, Drama, Music;160.0;R;7,6;31491.0;86.0;95.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1976;Dog Day Afternoon;Sidney Lumet;Biography, Crime, Drama;125.0;R;8;292866.0;86.0;96.0;2;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;1;0;0
1976;Barry Lyndon;Stanley Kubrick;Adventure, Drama, War;185.0;PG;8,1;204968.0;89.0;78.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1976;Jaws;Steven Spielberg;Adventure, Drama, Horror;124.0;PG;8,1;737828.0;87.0;97.0;3;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;1;1
1975;Lenny;Bob Fosse;Biography, Drama;111.0;R;7,5;19404.0;61.0;87.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1975;The Godfather Part II;Francis Ford Coppola;Crime, Drama;202.0;R;9;1496035.0;90.0;96.0;3;1;0.0;0.0;0.0;1;0;0;1;0;0;0.0;0;0;0
1975;The Conversation;Francis Ford Coppola;Drama, Mystery, Thriller;113.0;PG;7,7;137143.0;88.0;94.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;1;0;0
1975;The Towering Inferno;John Guillermin;Action, Drama, Thriller;165.0;PG;7;52674.0;69.0;69.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;0;0
1975;Chinatown;Roman Polanski;Drama, Mystery, Thriller;130.0;R;8,1;377390.0;92.0;98.0;5;0;0.0;1.0;0.0;0;1;1;1;0;1;0.0;0;0;0
1974;American Graffiti;George Lucas;Comedy, Drama;110.0;PG;7,4;105550.0;97.0;95.0;2;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1974;The Sting;George Roy Hill;Comedy, Crime, Drama;129.0;PG;8,2;301734.0;83.0;93.0;4;1;0.0;0.0;0.0;1;0;0;1;0;0;1.0;0;0;0
1974;A Touch of Class;Melvin Frank;Comedy, Romance;106.0;PG;6,5;3880.0;56.0;73.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1974;The Exorcist;William Friedkin;Horror;122.0;0;8,1;499237.0;81.0;84.0;4;0;0.0;1.0;0.0;0;0;1;1;0;1;0.0;0;0;0
1974;Cries and Whispers;Ingmar Bergman;Drama;91.0;R;7,9;39802.0;0.0;94.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1973;Cabaret;Bob Fosse;Drama, Music, Musical;124.0;PG;7,8;64859.0;72.0;96.0;5;0;1.0;1.0;0.0;1;1;0;0;0;0;1.0;0;0;0
1973;The Godfather;Francis Ford Coppola;Crime, Drama;175.0;R;9,2;2227113.0;100.0;97.0;5;1;0.0;1.0;0.0;0;0;1;1;0;1;0.0;0;0;0
1973;The Emigrants;Jan Troell;Drama, History;151.0;PG;8;8271.0;72.0;96.0;2;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;1
1973;Deliverance;John Boorman;Adventure, Drama, Thriller;109.0;R;7,6;128952.0;80.0;90.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1973;Sounder;Martin Ritt;Drama, Family;105.0;G;7,5;5325.0;80.0;91.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1972;Nicholas and Alexandra;Franklin J. Schaffner;Biography, Drama, History;183.0;PG;7,2;6210.0;57.0;69.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1972;Fiddler on the Roof;Norman Jewison;Drama, Family, Musical;181.0;G;8;52186.0;67.0;81.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1972;The Last Picture Show;Peter Bogdanovich;Drama, Romance;118.0;R;8;57005.0;93.0;98.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1972;The French Connection;William Friedkin;Action, Crime, Drama;104.0;R;7,6;150592.0;94.0;97.0;7;1;0.0;1.0;0.0;1;0;1;1;0;0;1.0;1;0;0
1972;A Clockwork Orange;Stanley Kubrick;Crime, Sci-Fi;136.0;R;8,2;937205.0;77.0;88.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1971;Five Easy Pieces;Bob Rafelson;Drama;98.0;R;7,3;44450.0;85.0;89.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1971;Patton;Franklin J. Schaffner;Biography, Drama, War;172.0;PG;7,9;114561.0;86.0;92.0;4;1;0.0;0.0;0.0;1;0;0;1;0;0;1.0;0;0;0
1971;Airport;George Seaton, Henry Hathaway;Action, Drama, Thriller;137.0;G;6,6;24580.0;42.0;72.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1971;Love Story;Arthur Hiller;Drama, Romance;100.0;PG;6,9;40300.0;84.0;60.0;3;0;0.0;1.0;0.0;0;0;1;0;0;1;0.0;0;0;0
1971;MASH;Robert Altman;Comedy, Drama, War;116.0;R;7,3;82774.0;80.0;84.0;2;0;0.0;1.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1970;Anne of the Thousand Days;Charles Jarrott;Biography, Drama, History;145.0;M/PG;7,4;8810.0;69.0;72.0;2;0;0.0;1.0;0.0;0;0;0;0;0;1;0.0;0;0;0
1970;Hello, Dolly!;Gene Kelly;Adventure, Comedy, Musical;146.0;G;7,1;18580.0;51.0;43.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1970;Midnight Cowboy;John Schlesinger;Drama;113.0;R;7,8;131874.0;79.0;89.0;6;1;1.0;0.0;0.0;1;1;0;1;0;0;0.0;1;0;0
1970;Butch Cassidy and the Sundance Kid;George Roy Hill;Adventure, Biography, Crime;110.0;PG;8;239543.0;66.0;83.0;3;0;0.0;0.0;0.0;0;0;0;1;1;0;0.0;1;0;0
1970;Z;Costa-Gavras;Crime, Drama, Thriller;127.0;PG;8,1;34035.0;86.0;82.0;2;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;1;0
1969;The Lion in Winter;Anthony Harvey;Biography, Drama, History;134.0;PG;7,8;36823.0;83.0;91.0;2;0;0.0;1.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1969;Oliver!;Carol Reed;Drama, Family, Musical;153.0;G;7,4;44521.0;74.0;88.0;3;1;0.0;1.0;0.0;1;0;0;0;0;0;0.0;0;0;0
1969;Romeo and Juliet;Franco Zeffirelli;Drama, Romance;138.0;NC-17;7,6;37411.0;68.0;75.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1969;Rachel, Rachel;Paul Newman;Drama, Romance;101.0;R;7,1;4487.0;74.0;92.0;1;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;0;0
1969;Funny Girl;William Wyler;Biography, Comedy, Drama;151.0;G;7,4;27488.0;88.0;95.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1968;Bonnie and Clyde;Arthur Penn;Action, Biography, Crime;111.0;R;7,7;128180.0;86.0;89.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1968;The Graduate;Mike Nichols;Comedy, Drama, Romance;106.0;PG;8;303253.0;83.0;87.0;8;0;1.0;1.0;0.0;1;1;1;0;1;0;0.0;1;1;0
1968;In the Heat of the Night;Norman Jewison;Drama, Mystery, Thriller;110.0;Approved;7,9;91245.0;76.0;96.0;5;1;0.0;1.0;0.0;0;0;0;1;0;1;1.0;0;0;0
1968;Doctor Dolittle;Richard Fleischer;Adventure, Comedy, Family;152.0;PG-13;6,2;11092.0;46.0;44.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1968;Guess Who's Coming to Dinner;Stanley Kramer;Comedy, Drama;108.0;Approved;7,8;52863.0;63.0;71.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1967;A Man for All Seasons;Fred Zinnemann;Biography, Drama, History;120.0;G;7,7;40322.0;72.0;89.0;5;1;1.0;1.0;0.0;0;0;0;1;0;1;0.0;0;0;0
1967;Alfie;Lewis Gilbert;Comedy, Drama;114.0;R;7;16890.0;49.0;48.0;3;0;0.0;0.0;0.0;1;1;1;0;0;0;0.0;0;0;0
1967;Who's Afraid of Virginia Woolf?;Mike Nichols;Drama;131.0;Approved;8;84317.0;75.0;96.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1967;The Russians Are Coming, the Russians Are Coming;Norman Jewison;Comedy, War;126.0;Approved;7;11214.0;69.0;83.0;3;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;1;1
1967;The Sand Pebbles;Robert Wise;Adventure, Drama, Romance;182.0;Approved;7,5;17848.0;65.0;66.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1966;Doctor Zhivago;David Lean;Drama, Romance, War;197.0;Approved;7,9;87337.0;69.0;82.0;3;0;0.0;1.0;0.0;0;0;0;1;0;1;0.0;0;0;0
1966;A Thousand Clowns;Fred Coe;Comedy, Drama, Romance;118.0;Approved;7,3;3966.0;70.0;72.0;2;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;1;1;0
1966;Darling;John Schlesinger;Drama, Romance;128.0;Approved;7;8718.0;78.0;90.0;2;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;1;0
1966;The Sound of Music;Robert Wise;Biography, Drama, Family;174.0;G;8,1;292003.0;63.0;83.0;5;1;0.0;1.0;0.0;1;0;1;0;0;0;1.0;0;0;0
1966;Ship of Fools;Stanley Kramer;Drama, Romance, War;149.0;Approved;7;7734.0;73.0;63.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1965;My Fair Lady;George Cukor;Drama, Musical, Romance;170.0;G;7,7;107819.0;95.0;94.0;4;1;1.0;1.0;0.0;1;0;0;0;0;0;0.0;0;0;0
1965;Zorba the Greek;Michael Cacoyannis;Comedy, Drama;142.0;Not Rated;7,6;25703.0;52.0;86.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1965;Becket;Peter Glenville;Biography, Drama, History;148.0;PG-13;7,7;17085.0;68.0;75.0;3;0;0.0;1.0;0.0;0;0;0;1;0;0;0.0;0;1;0
1965;Mary Poppins;Robert Stevenson;Comedy, Family, Fantasy;139.0;G;7,8;198783.0;88.0;97.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;0;0
1965;Dr. Strangelove;Stanley Kubrick;Comedy, War;95.0;PG;8,3;551718.0;97.0;91.0;2;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;0;1
1964;How the West Was Won;Dante Ross, Luke Wheatley;Documentary;164.0;G;7,1;25257.0;56.0;88.0;3;0;0.0;0.0;0.0;0;0;0;1;0;0;1.0;0;1;0
1964;America America;Elia Kazan;Adventure, Drama;174.0;Approved;7,7;6456.0;72.0;67.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1964;Cleopatra;Ferdinando Baldi;Documentary;128.0;Not Rated;5,3;149.0;60.0;59.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1964;Lilies of the Field;Ralph Nelson;Comedy, Drama;94.0;Approved;7,5;15387.0;61.0;92.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1964;Tom Jones;Tony Richardson;Adventure, Comedy, History;129.0;Approved;6,3;15388.0;77.0;83.0;7;1;1.0;1.0;0.0;1;0;1;1;0;0;0.0;0;1;0
1963;Lawrence of Arabia;David Lean;Adventure, Biography, Drama;227.0;PG;8,3;342434.0;100.0;93.0;5;1;1.0;1.0;0.0;1;0;0;0;0;0;1.0;0;0;0
1963;The Longest Day;Ken Annakin, Andrew Marton, Gerd Oswald, Bernhard Wicki, Darryl F. Zanuck;Action, Drama, History;179.0;G;7,7;62828.0;75.0;83.0;2;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;1;0
1963;Mutiny on the Bounty;Lewis Milestone, Carol Reed, George Seaton;Adventure, Drama, History;178.0;Approved;7,2;19486.0;87.0;96.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1963;The Music Man;Morton DaCosta;Comedy, Family, Musical;151.0;G;7,7;20770.0;76.0;94.0;2;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1963;To Kill a Mockingbird;Robert Mulligan;Crime, Drama;129.0;Approved;8,2;351865.0;88.0;93.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1962;The Guns of Navarone;J. Lee Thompson;Action, Adventure, Drama;158.0;Not Rated;7,5;59733.0;72.0;92.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1962;West Side Story;Jerome Robbins, Robert Wise;Crime, Drama, Musical;153.0;Approved;7,6;127712.0;86.0;92.0;5;1;0.0;1.0;0.0;1;0;1;0;0;0;1.0;0;0;0
1962;The Hustler;Robert Rossen;Drama, Sport;134.0;Approved;7,9;91235.0;90.0;94.0;1;0;1.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1962;Judgment at Nuremberg;Stanley Kramer;Drama, History, War;179.0;Approved;8,3;97087.0;60.0;93.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1962;Fanny;Joshua Logan;Drama, Romance;134.0;Approved;6,8;2974.0;0.0;80.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1961;The Apartment;Billy Wilder;Comedy, Drama, Romance;125.0;Approved;8,3;219505.0;94.0;93.0;6;1;1.0;1.0;0.0;1;0;0;1;0;0;1.0;0;0;0
1961;The Sundowners;Fred Zinnemann;Drama, Western;133.0;Approved;7,1;5294.0;82.0;79.0;2;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;1;0
1961;Sons and Lovers;Jack Cardiff;Drama;103.0;Approved;7,1;1988.0;0.0;67.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1961;The Alamo;John Wayne;Adventure, Drama, History;162.0;PG-13;6,8;19637.0;47.0;55.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1961;Elmer Gantry;Richard Brooks;Drama;146.0;Approved;7,7;14529.0;67.0;87.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1960;The Nun's Story;Fred Zinnemann;Drama;149.0;Approved;7,5;12726.0;78.0;85.0;2;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;1;0
1960;The Diary of Anne Frank;George Stevens;Biography, Drama, Family;180.0;Approved;7,4;14597.0;59.0;81.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1960;Room at the Top;Jack Clayton;Drama, Romance;115.0;Not Rated;7,5;8235.0;84.0;100.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1960;Anatomy of a Murder;Otto Preminger;Drama, Mystery;161.0;Approved;8;77888.0;95.0;100.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1960;Ben-Hur;William Wyler;Adventure, Drama;212.0;G;8,1;272278.0;90.0;87.0;5;1;1.0;1.0;0.0;1;0;0;0;0;0;1.0;0;0;0
1959;Separate Tables;Delbert Mann;Drama, Romance;100.0;Approved;7,3;9809.0;68.0;68.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1959;Auntie Mame;Morton DaCosta;Comedy, Drama, Romance;143.0;Approved;7,9;13861.0;73.0;89.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1959;Cat on a Hot Tin Roof;Richard Brooks;Drama;108.0;Approved;7,9;57003.0;84.0;97.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1959;The Defiant Ones;Stanley Kramer;Crime, Drama;96.0;Approved;7,5;20077.0;69.0;90.0;2;0;0.0;1.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1959;Gigi;Vincente Minnelli, Charles Walters;Comedy, Musical, Romance;115.0;G;6,6;26186.0;82.0;90.0;6;1;0.0;1.0;0.0;1;0;1;1;0;0;1.0;0;0;0
1958;Witness for the Prosecution;Billy Wilder;Crime, Drama, Mystery;116.0;Approved;8,4;162305.0;76.0;100.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1958;The Bridge on the River Kwai;David Lean;Adventure, Drama, War;161.0;PG;8,1;248823.0;88.0;96.0;7;1;1.0;1.0;0.0;1;0;1;1;0;0;1.0;0;0;0
1958;Peyton Place;Mark Robson;Crime, Drama, Mystery;157.0;Approved;7,2;7252.0;63.0;65.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1958;12 Angry Men;Sidney Lumet;Crime, Drama;96.0;Approved;9;984833.0;97.0;100.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1958;Sayonara;Joshua Logan;Drama, Romance;147.0;Approved;7;8876.0;0.0;82.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1957;The Ten Commandments;Cecil B. DeMille;Adventure, Drama, Family;220.0;G;7,9;84796.0;0.0;84.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1957;Giant;George Stevens;Drama, Western;201.0;Approved;7,6;45243.0;84.0;78.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1957;Around the World in 80 Days;Michael Anderson, John Farrow;Adventure, Comedy, Family;175.0;PG;6,7;32037.0;49.0;33.0;6;1;0.0;1.0;0.0;1;0;1;1;0;0;1.0;0;0;0
1957;The King and I;Walter Lang;Biography, Drama, Musical;133.0;G;7,4;29554.0;72.0;93.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1957;Friendly Persuasion;William Wyler;Drama, Family, Romance;137.0;Approved;7,3;8483.0;73.0;89.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1956;The Rose Tattoo;Daniel Mann;Comedy, Drama, Romance;117.0;Approved;6,9;5002.0;0.0;67.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1956;Love Is a Many-Splendored Thing;Henry King, Otto Lang;Biography, Drama, Romance;102.0;Approved;6,4;5869.0;60.0;63.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;0;0
1956;Mister Roberts;John Ford, Mervyn LeRoy, Joshua Logan;Comedy, Drama, War;123.0;Approved;7,6;19682.0;72.0;93.0;1;0;0.0;0.0;0.0;1;0;0;0;0;0;0.0;0;0;0
1956;Picnic;Joshua Logan;Drama, Romance;115.0;PG;7;10718.0;0.0;45.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1956;Marty;Delbert Mann;Drama, Romance;90.0;Approved;7,6;30586.0;0.0;96.0;2;1;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1955;The Caine Mutiny;Edward Dmytryk;Drama, War;124.0;Approved;7,7;32241.0;63.0;95.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1955;On the Waterfront;Elia Kazan;Crime, Drama, Thriller;108.0;Approved;8,1;177890.0;91.0;99.0;6;1;0.0;1.0;0.0;1;0;0;1;0;0;1.0;0;1;0
1955;The Country Girl;George Seaton;Drama, Music;104.0;Approved;7,2;7395.0;70.0;78.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1955;Three Coins in the Fountain;Jean Negulesco;Drama, Romance;102.0;Approved;6,3;4125.0;0.0;60.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1955;Seven Brides for Seven Brothers;Stanley Donen;Comedy, Musical, Romance;102.0;Approved;7,3;29316.0;75.0;89.0;1;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;0;0
1954;From Here to Eternity;Fred Zinnemann;Drama, Romance, War;118.0;Approved;7,6;54318.0;85.0;88.0;6;1;0.0;0.0;0.0;1;0;1;1;0;0;1.0;0;1;0
1954;Shane;George Stevens;Drama, Western;118.0;Approved;7,6;47731.0;85.0;97.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1954;The Robe;Henry Koster;Drama, History, Romance;135.0;Approved;6,7;12979.0;51.0;38.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1954;Julius Caesar;Joseph L. Mankiewicz;Drama, History;120.0;Approved;7,2;14165.0;77.0;94.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1954;Roman Holiday;William Wyler;Comedy, Drama, Romance;118.0;Approved;8;158688.0;78.0;96.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1953;The Greatest Show on Earth;Cecil B. DeMille;Drama, Family, Romance;152.0;Approved;6,5;17408.0;76.0;50.0;5;1;0.0;1.0;0.0;1;0;1;0;0;0;0.0;0;1;0
